"id","title","researcher_id","degree_id","date_of_publish","paper_number","others"
447,بناء الكلمة العربية وخصائصها,492,3,1983,235,""
448,بناء المناهج وتحقيق أهدافها وفق نظرية تكنولوجيا التعليم,1314,2,1989,747,""
449,بناء برنامج لتعليم اللغة العربية لأغراض خاصة,423,2,2006,1521,""
450,"البناء للمجهول وتعليمه لغير الناطقين بالعربية "" المبتدئين """,1633,2,1984,344,""
451,بناء مناهج اللغة العربية لغير الناطقين بها : دراسة تحليلية تقويمية,1753,3,1982,182,""
452,بناء وحدة تعليم اللغة للمبتدئين الأجانب,119,3,1984,277,""
453,بناء وحدة دراسية لتعليم اللغة العربية للمدرسة الإندونسية بالقاهرة,1202,3,1985,380,""
454,بناء وحدة لتعليم اللغة العربية للمبتدئين الكبار الأجانب في العراق,1564,3,1980,108,""
455,بنية الجملة في الإعلان الصحفي في صحيفتي الصحافة والأيام السودانيتين,1342,3,1986,549,""
456,بنية الخطاب المتصدي لقضية الشريعة الإسلامية في الصحافة السودانية,307,3,1986,483,""
457,البيان العربي وتدريسه للأعاجم,1573,3,1985,388,""
458,بين الإكتساب اللغوي الطبيعي وتعليم اللغة العربية للناطقين بغيرها,1720,3,1988,678,""
459,بين اللغة العربية واللغة الملايوية في فطاني بجنوب تايلاند من خلال الأصوات : دراسة تقابلية,1556,2,1985,387,""
460,بين اللغة العربية ولغة الدينكا : دراسة تقابلية علي المستوي الصوتي,1287,3,1985,382,""
461,البيئة المدرسية وأثرها في تعليم اللغة العربية ( مرحلة الأساس ) - محلية النهود,941,2,2007,1617,""
462,تأثير الباري في عربية جوبا الهجين,1599,3,1986,554,""
463,تأثير التلفزيون علي نشر اللغة العربية,1220,3,1990,785,""
464,تأثير الحضارة الإسلامية علي اللغة الفولانية وأثره علي تعليم اللغة العربية في منطقة نهر السنغال,1969,2,1985,460,""
465,تأثير اللغة العربية علي اللغة البوسنية,872,3,1995,966,""
466,تأثير اللغة العربية علي اللغة الصومالية,1167,3,1985,378,""
468,تأثير اللغة العربية علي المجتمع الإسلامي في سريلانكا,1201,3,1984,333,""
469,تأثير اللغة العربية علي لغة الهوسا,1675,3,1985,451,""
470,تأثير اللغة العربية في اللغة السندية,1892,3,1985,458,""
471,تأثير اللغة العربية في المجتمع الصومالي,677,3,1986,532,""
472,تأثير اللغة العربية في بنية اللغة السواحيلية,2175,3,1990,798,""
473,تأثير اللغة العربية في ماندنغو - غينيا,72,3,1986,523,""
474,تأثير اللغة علي اللغة الفارسية والإفادة منه في تيسير تعليم العربية لمتكلمي الفارسية,119,3,1983,229,""
475,"تأثير لغة البجا علي متحدثي اللغة في شرق السودان "" منطقة كسلا "" ",321,3,1984,325,""
476,تأثير لغة القلقدي باللغة العربية في نيجيريا,2161,3,1986,652,""
477,التأخر الدراسي لدى تلاميذ مرحلة الأساس بمحلية الجنينة 2008 - 2009 م,91,3,2009,1743,""
478,تاريخ تعليم اللغة العربية في مدارس الأقاليم الجنوبية,1287,3,1984,336,""
479,تأليف نصوص عربية للطلبة الصوماليين الكبار المتوسطي المستوي,1351,3,1983,252,""
480,تأليف وحدات تعليمية باللغة العربية للمبتدئين الصينيين,1027,3,1983,205,""
481,تبسيط النص : دراسة نظرية وتطبيقية علي كتاب عبقرية محمد,1502,3,1998,1113,""
482,تبسيط النص الأدبي للقراءة الموسعة بما يتناسب مع المستويات اللغوية للناطقين بغير العربية : دراسة نظرية لرسالة الغفران لابي العلاء المعري - المستوى الأول,493,2,2009,1754,""
483,تبسيط النص الأدبي للقراءة الموسعة بما يتناسب مع المستويات اللغوية للناطقين بغير العربية,501,3,2009,1757,""
484,تبسيط النص الأدبي للقراءة الموسعة بما يتناسب مع المستويات اللغوية للناطقين بغير العربية,1099,3,2009,1782,""
485,تبسيط قواعد النحو العربي للمبتدئين الأجانب,877,2,1980,60,""
486,تبسيط نصوص القراءة الموسعة لغير الناطقين بالعربية,327,3,2003,1360,""
487,تبويب الجزء الأول من القرآن الكريم من الناحية النحوية مع بعض التطبيقات التربوية في مجال تعليم اللغة العربية لغير الناطقين بها خاصة الباكستان,1545,3,1978,104,""
488,التبويب الصرفي في المفردات الواردة في سورتي الفاتحة والبقرة مع بعض التطبيقات التربوية في مجال تعليم اللغة العربية لغير الناطقين بها وخاصة الباكستانيين,612,2,1978,47,""
489,تبويب النحو العربي,1868,2,1997,1051,""
490,التثنية والتأنيث في اللغة العربية,534,3,1987,614,""
491,التثنية والجمع في اللغة العربية وتعليمها للناطقين بغيرها,1888,3,1983,219,""
492,تجربة العرب الأوائل في تعليم اللغة العربية لغير الناطقين بها,1115,2,1998,1105,""
493,تجربة اللغة الثالثة عند توفيق الحكيم,342,2,1985,374,""
494,تجربة المدارس القرآنية السنغالية في تعليم اللغة العربية (مدرسة كوكي نموذجا) : دراسة وصفية تحليلية,174,2,2012,1987,""
495,تجربة المدرسة القرآنية في تعليم اللغة العربية وإمكانية الإستفادة منها في تعليم العربية للناطقين بغيرها : دراسة ميدانية مقارنة حول تجربة الإصلاح والمواساة التعليمية,308,2,2005,1472,""
496,تجربة تعليم اللغة العربية بمدرسة الجالية اليمنية في أديس أبابا,1420,2,1990,791,""
497,تجربة تعليم اللغة العربية للمرحلة المتوسطة في كورد ستان العراق : دراسة تقويمية,1020,3,2005,1479,""
498,تجربة منظمة العون الإنساني والتنمية في تدريب معلمي اللغة العربية في أفريقيا (كينيا نموذجا),1212,3,2010,1890,""
499,تحديد المعني النحوي في غياب العلامة الإعرابية,904,3,1998,1099,""
500,تحليل أخطاء التعبير التحريري لدى طلاب الصف الثاني بالمدارس الثانوية بمدينة نيالا ولاية جنوب دارفور,1533,3,2008,1713,""
501,تحليل أخطاء التعبير التحريري لطلاب المستوي الأول بمرحلة الدبلوم الوسيط بجامعة كنو - نيجيريا,724,3,2003,1351,""
502,تحليل أخطاء التعبير التحريري لطلاب المستوي الثاني بمعهد اللغة بجامعة إفريقيا,349,2,2000,1206,""
503,تحليل أخطاء التعبير الكتابي عند تلميذات الصف الأول في المرحلة المتوسطة السودانية,1284,3,1982,171,""
504,تحليل أخطاء التعبير الكتابي لدارسات دورة ملاوي - بالمركز الإسلامي الإفريقي المستوي المتوسط,740,3,1991,804,""
505,تحليل أخطاء التعبير الكتابي لدى طلاب الصف الأول الثانوي انموذج محلية القاش,1078,3,2009,1780,""
506,تحليل أخطاء تلاميذ وتلميذات مدرسة الدبيبة المتوسطة الصف الثالث,678,3,1988,663,""
507,تحليل أخطاء تلميذات مدرستي الجريف غرب 1 - 2 الصف السادس الإبتدائي,1512,3,1982,178,""
508,تحليل أخطاء كتب مقررات اللغة العربية في المرحلة الدراسية الثانوية أنموذج مدارس مدينة أتشية - إندونيسيا : دراسة تقويمية,1621,3,2012,2052,""
509,تحليل أخطاء كتب مقررات اللغة العربية في المرحلة الدراسية المتوسطة أتشية - أندونيسيا 2008 - 2010 : دراسة تقويمية,1073,3,2011,1979,""
510,تحليل أخطاء معلمي القرآن الكريم الفولانيين في خلاوي شمال الكاميرون,115,3,1998,1081,""
511,تحليل إعراب الجمل العربية في ضوء النحو التوليدي التحويلي,63,3,1986,566,""
512,تحليل الأخطاء الإذاعية بإذاعة أم درمان,747,3,1988,665,""
513,تحليل الأخطاء الإملائية في التعبير الكتابي لطلاب المرحلة الثانوية الفرقة الثانية مدينة السوكي,422,3,2008,1667,""
514,تحليل الأخطاء الإملائية لتلاميذ الصف السادس الإبتدائي بمنطقة سنكات مديرية البحر الأحمر,1302,3,1982,172,""
515,تحليل الأخطاء الإملائية لدى الطالبات التركيات في معهد اللغة العربية بجامعة أفريقيا العالمية,2132,3,2007,1655,""
516,تحليل الأخطاء الإملائية لدي تلاميذ المدرسة السودانية التركية مرحلة الأساس,1219,2,2003,1364,""
517,"تحليل الأخطاء الإملائية والنحوية لتلاميذ مدرسة العيلفون "" أم محق "" الإبتدائية الصف السادس",1277,3,1987,628,""
518,تحليل الأخطاء الشائعة في اللغة العربية في الصف السادس الإبتدائي في منطقة الدلنج,154,3,1977,14,""
519,تحليل الأخطاء الشائعة في كتابات الطلبة الأكراد,1092,3,1980,77,""
520,تحليل الأخطاء الصوتية في تلاوة القرآن الكريم لدى طالبات معهد اللغة العربية بجامعة أفريقيا العالمية,800,3,2010,1841,""
521,تحليل الأخطاء الصوتية في نطق اللغة العربية للكوريين,43,3,1985,406,""
522,تحليل الأخطاء الصوتية لأبناء قومية التبر بمدارس إقليم القاش سيتيس بإرتريا,1198,3,1995,971,""
523,تحليل الأخطاء الصوتية للصوامت لطلاب المدرسة الثانوية في المعهد الإسلامي الحديث - دار العلوم إساهن في ولاية إساهن - إندونيسيا,771,3,1994,918,""
524,تحليل الاخطاء الصوتية والاملائية لطلاب المستوى الاني (بكلاريوس) في معهد الخرطوم الدولي للغة العربية - الناطقين بغير العربية,719,3,2014,2177,""
525,تحليل الأخطاء الكتابية لدى تلاميذ مرحلة الأساسة بمدارس الجالية الإرترية - الخرطوم,1100,3,2012,2015,""
526,تحليل الأخطاء الكتابية للتلاميذ الكبار بمدرسة جونقلي المسائية,290,3,1982,162,""
527,تحليل الأخطاء اللغوية التحريرية لدي الطلاب الإندونيسين بجامعة إفريقيا العالمية - كلية الشريعة والدراسات الإسلامية نموذجا,276,3,2002,1290,""
528,تحليل الأخطاء اللغوية التحريرية لدي طلاب الصف الثامن بمعهد الإنقاذ بمحلية بحري,2072,3,2005,1509,""
529,تحليل الأخطاء اللغوية الشائعة في كتابة الطلاب الباكستانيين في المرحلة المتوسطة وخطةعلاجية لهذه الأخطاء,2021,2,1982,185,""
530,تحليل الأخطاء اللغوية الشفوية لدى طالبات المستوى المتقدم في معهد اللغة في جامعة إفريقيا العالمية,1622,2,2009,1801,""
531,تحليل الأخطاء اللغوية الكتابية في التعبير الجر لدى طلبة مركز تعليم اللغة العربية لغير الناطقين بها فى معهد تعليم اللغات بجامعة دمشق,2087,3,2007,1653,""
532,تحليل الأخطاء اللغوية بالمركز الإعدادي في الجامعة الإسلامية العالمية بماليزيا المستوي المتقدم,1088,3,1992,844,""
533,تحليل الاخطاء اللغوية عند الدارسين الناطقين بغير العربية بالمستوى المتقدم (مركز اللغة العربية جامعة السودان المفتوحة),2047,2,2014,2234,""
534,تحليل الأخطاء اللغوية لتلاميذ مدارس معسكرات النازحين بجبل أولياء : مدرسة الفتح غرب نموذجا,760,3,2001,,""
535,تحليل الأخطاء اللغوية لطلاب المركز الإسلامي الإفريقي بالخرطوم,649,3,1981,49,""
536,تحليل الأخطاء النحوية بمدرسة الكمالي الثانوية بنات ببورتسودان,371,3,2002,1293,""
537,تحليل الأخطاء النحوية في التعبير الكتابي الحر في امتحانات الشهادة الثانوية لطلبة وحدة شرق النيل ولاية الخرطوم,490,3,2013,2069,""
538,تحليل الأخطاء النحوية في التعبير الكتابي الحر لتلاميذ الصف الثامن مرحلة الأساس ولاية القضارف محلية الرهد - السودان,604,3,2003,1346,""
1302,دراسة وصفية للأدوات النحوية السوتكية,2150,3,1986,513,""
539,تحليل الأخطاء النحوية في التعبير الكتابي الحر لدي طالبات المستوي الثالث بمعهد اللغة العربية بجامعة إفريقيا العالمية,387,2,2000,1186,""
540,تحليل الأخطاء النحوية في التعبير الكتابي الحر لطلاب الصف الأول الثانوي محلية مليط - ولاية شمال دارفور,206,3,2006,1523,""
541,تحليل الأخطاء النحوية في التعبير الكتابي لتلاميذ مرحلة الأساس ولاية سنار - محلية الريف الشرقي - مدارس أبي جيلي - العركيرع - كريمة البحر - كريمة عبد الرسول,315,3,2002,1306,""
542,تحليل الاخطاء النحوية في اللغة العربية لدى متكلم لغة الهوسا في الصف الثالث الثانوي في ولاية جغاوا شمال نيجيريا,1450,3,2014,2205,""
543,"تحليل الأخطاء النحوية لتلميذات المرحلة المتوسطة السودانية في مناطق التداخل اللغوي "" حلفا الجديدة """,1232,3,1986,545,""
544,تحليل الأخطاء النحوية لدي التلاميذ الإرتريين في مدارس جهاز التعليم الإرتري,1830,3,1981,509,""
545,تحليل الأخطاء النحوية لدي طلاب جنوب شرق آسيا في السودان,1781,2,1998,1119,""
546,تحليل الأخطاء النحوية لطلاب المرحلة الثانوية بالسودان,1032,3,2008,1696,""
547,تحليل الأخطاء النطقية الشائعة في اللغة العربية لدى متكلمي لغة ماي الصومالية : أسبابها وعلاجها,226,3,2012,2048,""
548,تحليل الأخطاء النطقية لطلاب المدارس الأهلية بجيبوتى,1102,3,1994,924,""
549,تحليل الاخطاء النطقية والاملائية في اللغة العربية لدى متكلمي لغة هوسا,1394,3,2014,2202,""
550,تحليل الأخطاء في التعبير الكتابي لدي طلاب المرحلة الثانوية بمحافظة الرشاد,1814,3,2003,1378,""
551,"تحليل الأداء اللغوي "" التحريري "" في مادتي الإملاء والتعبير لدي طلاب الولايات الجنوبية بولاية الخرطوم - المدارس الثانوية الباب الخاصة - الإنقاذ النموذجية - كلية جوبا التحضيرية - القديس أوغستيني ، للصفين الثاني والثالث",415,3,2003,1342,""
552,تحليل التحويلات الصوتية في الكلمات الفرنسية التي اٍقترضت من العربية,1540,3,1984,338,""
553,تحليل التراكيب اللغوية في كتاب الينبوع للصف السادس مرحلة الأساس بجمهورية السودان الديمقراطية,2242,3,2007,117,""
554,تحليل التراكيب في كتاب المورد في اللغة العربية الصف الخامس أساس,645,3,2005,1468,""
555,تحليل التراكيب في كتاب شجرة البؤس وبناء تدريبات عليها,1072,3,1983,207,""
556,التحليل الصوتي للهجة الملايوية في منطقة باتوبارا في مقابل اللغة العربية,135,2,2009,1747,""
557,تحليل القواعد النحوية في الكتب الثلاثة لغة الإسلام لتلاميذ المدارس المتوسطة في باكستان مع بعض تطبيقات علي اللغة العربية,1209,3,1985,436,""
558,التحليل اللغوي عند إبن هشام الأنصاري,69,3,1999,1130,""
559,تحليل النصوص القرآنية في برامج تعليم اللغة للناطقين بغيرها - سلسلة العربية للناشئين - الكتاب الثالث - نوذجا,1240,3,2010,1857,""
560,تحليل الوحدة الدراسية لرواية الشحاذ للكاتب نجيب محفوظ,1617,2,1981,112,"112 أ"
561,تحليل دلالي ومعجمي للمنجد في اللغة,467,3,1979,32,""
562,تحليل رواية بداية ونهاية للكاتب نجيب محفوظ علي أساس الوحدة التعليمية,1640,2,1981,113,""
563,تحليل طيفي - للصوائت المفردة في العربية والكورية,43,2,1986,466,""
564,تحليل كتاب النبراس للغة العربية للصف السابع الأساسي - السودان : دراسة تحليلية تقويمية,2218,3,2003,1388,""
565,تحليل محتوي كتب تعليم اللغة لمتحدثى الأردية في باكستان,917,3,1979,63,""
566,تحليل معجمي ودلالي لرواية الأرض,1738,3,1981,121,""
567,تحليل معجمي ودلالي لرواية السراب,1043,3,1980,74,""
568,تحليل معجمي ودلالي لرواية اللص والكلاب - نجيب محفوظ,516,3,1980,37,""
569,تحليل معجمي ودلالي لرواية ثقوب في الثوب الأسود للكاتب المصري إحسان عبد القدوس,508,3,1985,417,""
570,تحليل نتائج امتحانات اللغة العربية لطلاب الشهادة السودانية لعامي 2011 و 2012م (محليتي القضارف والقلابات),2224,3,2013,2147,""
571,تحليل نقدي لبرنامج الإعداد اللغوي لمعلم اللغة العربية للناطقين بغيرها,829,3,2010,1843,""
572,تحليل وتقويم اختبارات اللغة العربية ( المهارات اللغوية) لطلاب التربية بجامعة السودان المفتوحة بكلاريوس,1986,3,2008,1593,""
573,تحليل وتقويم المقررات التربوية لإعداد معلمي اللغة العربية في المرحلة الإبتدائية في تشاد,257,3,2003,1340,""
877,تقويم القاعدة البغدادية علي ضوء مبادئ علم النفس التربوي,2175,3,1987,648,""
574,تحليل وتقويم إمتحانات شهادة التعليم الأساس بولاية الخرطوم في مادة اللغة العربية 2004 / 2005 - 2005 / 2006,859,3,2007,97,""
575,تحليل وتقويم كتاب التيسير في اللغة العربية للصف الأول الإبتدائي في المدارس الحكومية الصومالية,58,3,1987,565,""
576,تحليل وتقويم كتاب نحن والعالم الإسلامي - مرحلة التعليم الأساس,935,3,2007,99,""
577,تحليل وتقويم مقرر اللغة العربية لبرنامج الأيسيسكو في تدريب المعلمين أثناء الخدمة (تجربة تشاد),1327,3,2005,1485,""
578,تحليل وتقويم منهج اللغة العربية بالمدارس الثانوية الفرنسية العربية بجمهورية غينيا : دراسة على المدارس الثانوية الفرنسية العربية في كوناكري انموذجا,950,2,2011,1921,""
579,تحليل وتقويم منهج اللغة العربية في المعهد الإسلامي المسطورية في سوكابوتى - إندونيسيا,185,2,1989,729,""
580,تحليل وتقويم منهج اللغة العربية للصفين الخامس والسادس بالمدارس الإبتدائية العربية التشادية,646,3,2003,1348,""
581,تحليل وتقويم منهج اللغة في المدارس الثانوية الحكومية في الصومال,166,3,1988,693,""
582,تحليل ونقد لبرنامج اللغة العربية الخاصة للصف الثالث الثانوي بجنوب السودان,2045,3,1986,512,""
583,التخطيط التربوي في السودان : الواقع والمأمول,805,3,2007,94,""
584,التخطيط التربوي لمرحلة الأساس : دراسة تحليلية تقويمية للخطة العشرية من الإستراتيجية القومية الشاملة - 1992 - 2002,414,3,2007,87,""
585,التخطيط اللغوى,105,3,1981,12,""
586,التخطيط لتعريب أستاذ الكليات العلمية,2105,3,1985,402,""
587,التخطيط لتعليم اللغة العربية للفرس,1581,3,1980,110,""
588,التداخل اللغوي وأثره في تعلم اللغة العربية في مدارس منطقة جبيت مرحلة الأساس,2176,3,2005,1513,""
589,التداخل اللغوي ودوره في تعلم اللغة العربية : دراسة تطبيقية علي منطقة كوستي,2013,3,2004,1437,""
590,تدخل اللغة الأم في اللغة العربية وأثره على تلاميذ الحلقة الثانية في محلية جبيت المعادن,427,3,2010,1827,""
591,التدريب الحديث وأثره في أداء معلم اللغة العربية في مرحلة الأساس (ولاية الجزيرة ، القطاع الشمالي ، محلية الكاملين ، وحدة المسيد),346,3,2008,,""
592,تدريب معلم اللغة العربية وعلاقته بصياغة الأهداف السلوكية - دراسة تطبيقية على معلمي اللغة العربية - مرحلة الأساس محلية المتمة,2009,3,2013,2136,""
593,تدريب معلم مرحلة الأساس وفق المنهج المحوري الحالي,739,3,2005,1471,""
594,تدريب معلمي اللغة العربية في أثناء الخدمة ودوره في التدريس بمرحلة التعليم الأساسي (ولاية النيل الأبيض ) محلية الدويم أنموذجا,1970,3,2012,2035,""
595,تدريب معلمي اللغة العربية للناطقين بغيرها في أثناء الخدمة في المدارس الأهلية في شمال شرق كينيا,2093,3,2012,2039,""
596,تدريب معلمي المرحلة الإبتدائية في السودان وأثره في تعليم اللغة العربية في مناطق التداخل اللغوي - منطقة البجا,928,3,1988,718,""
597,تدريب معلمي مرحلة الأساس أثناء الخدمة : أهدافه وأساليبه وفوائدة,407,3,2011,1905,""
598,التدريبات اللغوية المستخدمة في سلسلة اللغة جامعة افريقيا العالمية لتعليم اللغة العربية للناطقين بغيرها - الكتاب الأول نموذجا : دراسة وصفية تقويمية,2193,3,2012,2045,""
599,التدريبات اللغوية النحوية في برنامج تعليم اللغة العربية للناطقين بلغات أخرى الكتابان الخامس والسادس من سلسلة العربية للناشئين نموذجاً : دراسة وصفية تحليلية,1384,3,2006,1552,""
600,التدريبات اللغوية ودورها في تنمية مهارات التعبير التحريري لدى متعلمي اللغة العربية للناطقين بغيرها,248,3,2009,1750,""
601,تدريس الأدب الحديث في إطار تعريب المناهج المدرسية في الصومال,1793,3,1988,681,""
602,تدريس الأدب العباسي في المدارس الصومالية في إطار تعريب المناهج,1354,3,1987,629,""
603,تدريس الأسلوب البلاغي من خلال النص الادبي في اللغة العربية للناطقين بغيرها - المستوى المتقدم,253,3,2014,2161,""
604,تدريس الأصوات العربية للفلانيين في الكاميرون,1788,3,1989,762,""
605,تدريس الإملاء العربي لمتعلمي اللغة العربية الأجانب,1966,3,1983,222,""
606,تدريس البلاغة لغرض معرفة إعجاز القرآن الكريم,137,3,1987,607,""
607,تدريس التعبير الشفوي للناطقين بغير العربية : مراحله ، تدريباته ، تصحيحه : دراسة وصفية تحليلية,563,3,2006,1529,""
990,الحال وتدريسها للناطقين بغير العربية,41,2,1989,725,""
608,تدريس العدد من خلال القرآن الكريم للناطقين بغير العربية : دراسة وصفية تحليلية,1856,3,2012,2031,""
609,تدريس القرآن الكريم في تشاد - منطقتي كانم ووداي,111,3,1990,766,""
610,تدريس القواعد الإملائية في اللغة العربية للناطقين بغيرها,2137,3,1997,1047,""
611,تدريس القواعد النحوية من خلال أحاديث الأربعين النووية لغير الناطقين بالعربية,1736,3,2005,1498,""
612,تدريس القواعد النحوية من خلال نصوص القرآن الكريم للحفظة غير الناطقين بالعربية,1135,3,2004,1418,""
613,تدريس اللغة العربية عن طريق الجامعة المفتوحة في باكستان,1065,3,1990,780,""
614,تدريس اللغة العربية في المدارس الثانوية في ولاية كنو بنيجيريا : دراسة وصفية تحليلية,41,3,1988,653,""
615,تدريس اللغة العربية في المدارس القرآنية المطورة بالنيجر : المعوقات والحلول,925,3,2011,1920,""
616,تدريس اللغة العربية للناطقين بغيرها من خلال الاربعين النووية,874,3,2014,2183,""
617,تدريس النحو العربي في المدارس الحكومية بجزر القمر : المرحلة المتوسطة,1426,3,2007,1633,""
618,تدريس النحو العربي في جامعة نيروبي,657,3,2008,1685,""
619,تدريس النحو بالشواهد القرائية في المرحلة الثانوية في جزر القمر,1305,3,2011,1929,""
620,تدريس النحو في المرحلة الثانوية العليا في باكستان,552,3,1987,573,""
621,تدريس النصوص الأدبية العربية للناطقين بغير العربية,1095,3,1993,900,""
622,تدريس النصوص الأدبية في برامج تعليم اللغة العربية للأجانب علي ضو الدراسات التربوية واللغوية الحديثة,1354,3,1988,709,""
623,تدريس النصوص الأدبية للطلاب الأندونيسيين في المرحلة الثانوية,57,3,2009,1741,""
624,تدريس النصوص الأدبية للناطقين بغير العربية,1523,3,2009,1793,""
625,تدريس حروف الجر للناطقين بغير اللغة العربية,1850,2,2004,1433,""
626,تدريس ظاهرة الإشتقاق في اللغة العربية,1350,3,1982,175,""
627,تدريس قصيدة شوقي - قم للمعلم وفه التبجيلا - للناطقين بغير العربية,275,3,2017,2374,""
628,تدني مستوى تحصيل التلاميذ في اللغة العربية أسبابه وعلاجه,1673,3,2010,1872,""
629,تدني مستوى تحصيل اللغة العربية لدى تلاميذ الصف الرابع مرحلة الأساس بمحلية جبل الأولياء قطاع الازهري : الأسباب والحلول,382,2,2007,86,""
630,تدني مستوى طلاب المرحلة الثانوية في مادة النحو والصرف (المشكلات والحلول) الصف الثاني نموذجا - ولاية الجزيرة - محلية الكاملين 2012 - 2013,1041,2,2013,2091,""
631,تدني مستوي تحصيل تلاميذ مدارس الأساس الخاصة في اللغة العربية ( محافظة الخرطوم ),2116,2,2004,1441,""
632,تدني مستوي طلاب المدارس الثانوية السودانية في اللغة العربية,1226,3,1992,850,""
633,تدني مهارة الكتابة في اللغة العربية : أسبابها وطرق علاجها لدى تلاميذ الحلقة الأولى مرحلة الأساس ولاية الخرطوم محلية ام درمان - مدرسة مربع 22 بنين 2012 - 2013م,2205,3,2013,2143,""
634,تدني مهارة الكتابة لدى تلاميذ الحلقة الأولي بمرحلة الأساس أسبابه وعلاجه (محلية ريفي كسلا نموذجا),513,3,2008,1677,""
635,تدني مهارة الكتابة لدى تلاميذ مرحلة الأساس الحلقة الأولى - ولاية النيل الأبيض، وحدة عسلاية,794,3,2011,1975,""
636,التذكير والتأنيث - دراسة تقابلية بين اللغة العربية واللغة الفرنسية,2167,3,2017,2443,""
637,التذكير والتأنيث : دراسة تقابلية بين اللغة العربية ولغة الهوسا,1713,3,1987,637,""
638,التذكير والتأنيث في اللغة العربية والصعوبات التي يواجهها الناطقون باللغة الإندونيسية في تعلمها,1737,3,1993,888,""
639,التراث الشعبي في شمال دارفور ودلالاته اللغوية والإجتماعية لدى قبيلة البزعة - الامثال انموذجا),1470,3,2011,1939,""
640,التراث الشعبي ودلالاته اللغوية والاجتماعية - الأغاني الشعبية لقبيلة كادقلي انموذجا - ولاية جنوب كردفان - جبال النوبة,1383,2,2011,1937,""
641,تراث ولاية جنوب دار فور : دراسة لغوية إجتماعية في تراث الهبانية,413,3,2005,1464,""
642,تراث ولاية شمال دارفور : دراسة لغوية اجتماعية - تراث الزيادية انموذجا,1125,3,2012,2054,""
643,الترادف وأثره في اللغة,1754,3,1981,124,""
644,التراكيب اللغوية وتدريسها للناطقين بغير العربية,2090,3,2017,2440,""
645,التراكيب النحوية الأساسية العربية للناطقين بلغات أخري,1141,3,1996,1032,""
646,التربية العملية بمعهد الخرطوم الدولي للغة العربية بين الإعداد النظري والتطبيق العملي,1431,3,2003,1372,""
647,"ترتيب الكلمة في الجملة العربية "" ج 2 """,1789,2,1988,722,""
648,ترتيب الكلمة في الجملة الفعلية,1789,3,1987,651,""
649,ترجمة الألف كلمة الشائعة في كتب تعليم اللغة العربية لغير الناطقين بها إلي لغة الهوسا واللغة الإنجليزية,1876,3,1986,560,""
650,ترجمة المعجم الوسيط إلى لغة الهوسا,1134,3,2010,1972,""
651,ترجمة كتاب أساسيات النحو,1415,2,1983,256,""
652,ترجمة مادة معاني حروف - الخاء، السين، الشين، النون الى لغة الهوسا في المعجم الوسيط,468,3,2011,1909,""
653,ترجمة مادة معاني حروف (الدال، الزاي، العين والعين والقاف) الى لغة الهوسا في المعجم الوسيط,1655,3,2011,1947,""
654,ترجمة معجم الالفاظ القرآنية للدتور موسى بن محمد (عربي الى فارسي ( أ - ش ),615,3,2014,2173,""
655,ترجمة معجم الالفاظ القرآنية للدكتور موسى بن محمد ، عربي - فارسي ( ص - ي ),743,3,2014,2179,""
656,ترجمة معجم الألفاظ القرآنية ومعانيها للدكتور موسى بن محمد - عربي - هوسا حرق (أ - ش),2120,3,2012,2042,""
657,ترجمة معجم الألفاظ القرآنية ومعانيها للدكتور موسى بن محمد، عربي - هوسا (حرف ص - ي),2155,3,2012,2044,""
658,ترجمة معجم الوجيد إلى لغة الهوسا ( حرف القاف والميم ),1941,3,2009,1810,""
659,ترجمة معجم تفسير كلمات القرآن : إعداد محمد عدنان سالم ومحمد وهبي سليمان، إلى لغة الهوسا من حرف (أ - ش),78,3,2012,1985,""
660,ترجمة معجم تفسير كلمات القرآن، إعداد محمد عدنان سالم ومحمد وهبي سليمان إلى لغة الهوسا من حرف (الصاد - الياء),1927,3,2012,2034,""
661,تسرب تلاميذ الحلقة الثالثة بمرحلة التعليم الأساس بمحلية المالحة ولاية شمال دارفور,1766,3,2011,1950,""
662,التشبيه وتدريسه للناطقين بغير العربية,292,3,2004,1395,""
663,تشعب القواعد النحوية وأثره في تعليم اللغة العربية,1707,3,1988,677,""
664,التشويش في عملية التواصل اللغوي - مقدمة نظرية,1228,3,1987,625,""
665,التشويش في عملية التواصل اللغوي الدلالة اللغوية خاصة,1228,3,1988,705,""
666,التصغير في اللغة العربية وتدريسه للناطقين بغيرها,2061,3,1989,759,""
667,تصميم إختبارات مهارة الإستماع للناطقين باللغات الأخرى,582,2,2006,1531,""
668,تصميم إختبارات مهارة الكتابة,2177,2,2006,1580,""
669,تصميم اختبارات موضوعية لقياس مهارة الكتابة في برنامج تعليم اللغة العربية للناطقين بغيرها,531,3,2007,1597,""
670,تصميم الإختبارات اللغوية لمهارة القراءة للناطقين بغير العربية في المدارس الثانوية بولاية كادونا - نيجيريا,98,2,2006,1518,""
671,تصميم الافلام الوثائيقية باستخدام برنامج العروض التقديمية لتنمية مهارة الكلام في معهد دار الهجرة إندونيسيا,2029,3,2011,1962,""
672,تصميم الأنشطة التعليمية في اللغة العربية للأطفال الصينيين في مرحلة التعليم قبل المدرسي,1663,3,2017,2423,""
673,تصميم العرض التقديمي باستخدام برنامج العروض التطبيقية = microsoft office powerpoint لتدريس إن واخواتها للناطقين بغير العربية,813,3,2010,1842,""
