"id","first_name","second_name","third_name","fourth_name","alternative_name","title"
631,حسب الرسول,حمدنا الله,محمد,"","",
632,حسب الله,مختار,"","","",
633,حسب الله,مهدي,فضلة,"","",
634,حسن,الحاج,آدم,عبد الكريم,"",
635,حسن,إنوا,عبد الحفيظ,"","",
636,حسن,بن الحسين,ناجر,"","",
637,حسن,جدال,خلف,"","",
638,حسن,حندبي,جمعالة,"","",
639,حسن,زعباط,"","","",
640,حسن,سعيد,أحمد,"","",
641,حسن,سعيد,أحمد,الناطق,"",
642,حسن,سعيد,محمد,ضرار,"",
643,حسن,سيد,أحمد,الناطق,"",
644,حسن,شيخ,عمر,"","",
645,حسن,عبد الرحيم,عبد الرحمن,"","",
646,حسن,عبد المؤمن,"","","",
647,حسن,عبدون,محمد,أحمد,"",
648,حسن,عثمان,حسن,"","",
649,حسن,عثمان,عبد الرحيم,"","",
650,حسن,عثمان,محمد,خير,"",
651,حسن,على,معو,"","",
652,حسن,علي,عبد الله,مغاري,"",
653,حسن,محمد,حسن,محجوب,"",
654,حسن,محمد,دوكة,"","",
655,حسن,محمد,محمود,راجي,"",
656,حسن,محمد علي,"","","",
657,حسن,محمود,علي,محمد,"",
658,حسن,منصور,أحمد,سوركتي,"",
659,حسن,يوسف,بخيت,"","",
660,حسن,يوسف,عمر,محمد,"",
661,حسنين,علي,عملي,"","",
662,حسين,أبو العاص,حاج,حمد,"",
663,حسين,أحمد,سمتر,"","",
664,حسين,أحمد,يوسف,"","",
665,حسين,الطيب,الشيخ,"","",
666,حسين,العاقب,الفكى,محمد,"",
667,حسين,جيلة,جوليد,"","",
668,حسين,زغباط,"","","",
669,حسين,سيد,حسن,حجاج,"",
670,حسين,شيخ,أبوبكر,أحمد,"",
671,حسين,صالح,محمد,عبد الله,"",
672,حسين,طيب,"","","",
673,حسين,عبد الجبار,صالح,حسين,"",
674,حسين,عبد العزيز,محمد,أحمد,"",
675,حسين,علي,حسين,"","",
676,حسين,محمد,جميل,"","",
677,حسين,محمد,عبد الله,"","",
678,حسين,محمد,عبد الله,عبد الرسول,"",
679,حسين,مختار,عيدي,"","",
680,حفظي,حافظ,العودة,"","",
681,حلمي,محمد,حسب الله,"","",
682,حليمة,محمد,مصطفي,"","",
683,حليمة,محمود,محمد,إدريس,"",
684,حليمة,مهدي,إبراهيم,"","",
685,حماد,أحمد,موسى,أحمد,"",
686,حمد الله,الفضل,أحمد,آدم,"",
687,حمد,عبد الله,بارد,النسمة,"",
688,حمدو,حسين,الحسين,"","",
689,حمدي,هامي,ساموه,"","",
690,حمزة,علي,حماد,"","",
691,حمود,يحيي,أحمد,"","",
692,حميد,محمود,الدليمي,"","",
693,حميدون,عبد الحميد,حاج,رملي,"",
694,حنان,إسماعيل,الحسن,"","",
695,حنان,بشارة,ناصر,"","",
696,حنان,حسن,جابر,"","",
697,حنان,حسن,محمد,إبراهيم,"",
698,حنان,صباح,الخير,فرح,"",
699,حنان,عبد القادر,محمد,أحمد,"",
700,حنان,عبد الله,الحاج,"","",
701,حنفري,علي,عتبان,"","",
702,حواء,أبو بكر,كمارا,"","",
703,حواء,إسماعيل,محمد,نور,"",
704,حواء,جعفر,موسى,"","",
705,حواء,سنوسي,ثاني,"","",
706,حواء,محمد,صالح,هارون,"",
707,حواء,محمد,عيسى,محمد,"",
708,حياة,الأزرق,بابكر,"","",
709,حياة,التوم,حاج,قيلي,"",
710,حياة,حسن,عبد الرحيم,"","",
711,حياة,سلامة,الأمانة,"","",
712,حياة,عبد الوهاب,التهامي,"","",
713,حياة,علي,محمد,أحمد,"",
714,حياة,محمد,محمد,بخيت,"",
715,حيدر,جرنو,ألفا,عمر,"",
716,حيدر,خليفة,أحمد,الفضل,"",
717,حيدر,سيد,شريف,"","",
718,حيدر,عالم,الندوي,"","",
719,حيدر,عبد الملك,مقبول,عبد الله,"",
720,حيدر,وقيع الله,أحمد,"","",
721,خادير,شي,لي,"","",
722,خالد,أحمد,إسماعيل,"","",
723,خالد,الأمين,جاكيتي,"","",
724,خالد,حسن,عبد الله,"","",
725,خالد,عباس,عبد الله,"","",
726,خالد,عبد الله,الشيخ,"","",
727,خالد,عبد الله,مفلح,"","",
728,خالد,عثمان,يوسف,"","",
729,خالد,عمر,"","","",
730,خالد,عوض,عبد الله,"","",
731,خالد,محمد,أبو زيد,"","",
732,خالد,محمد,البدري,"","",
733,خالد,محمد,مصطفي,نونشي,"",
734,خالد,محمود,المكلا,"","",
735,خالد,مصطفى,محمد,أحمد,"",
736,خالدة,السر,الطيب,"","",
737,خاي,يو,جياو,"","",
738,خديجة,أبوبكر,محمد,أحمد,"",
739,خديجة,أحمد,محمد,مدني,"",
740,خديجة,حسن,هاشم,"","",
741,خديجة,عبد الرحمن,محمد,عبد الله,"",
742,خديدة,نورجهان,"","","",
743,خش,وختوف,محب الله,توكل,"",
744,خطيب,مقام,عمر,"","",
745,خطيب,موسي,جراجيذا,"","",
746,خلف الله,بشير,منصور,محمد,"",
747,خليفة,جمعه,"","","",
748,خليفة,عبد الحق,عبد الله,علي,"",
749,خليفة,على,حسين,أحمد,"",
750,خليل,أحمد,قيصر,"","",
751,خليل,الأمين,محمد,نور,"",
752,خميس,ضاري,سعود اللهيبي,"","",
753,خميس,محمد,مبايع,"","",
754,خو,بي,بي,"","",
755,خولة,حسن,عثمان,ساتي,"",
756,خولة,عصام الدين,"","","",
757,خويلد,بن السيد,حاجي,سعيد,"",
758,خير,الجميل,محمد,يامن,"",
759,خير,الهدى,جايا,"","",
760,خيرات,على,محمد,أحمد,"",
761,داتريس,هدايات,"","","",
762,دار السلام,نور الهدى,محمد,أحمد,"",
763,دافق,بن محمد,يس,"","",
764,داني,فاولو,آسي,"","",
765,دانيال,جمال,بن جمهور,جميل,"",
766,داؤد,رياك,نيال,"","",
767,داؤد,عبد الرحمن,حسين,"","",
768,داؤد,عبد القادر,إيليا,"","",
769,داؤود,حسين,إبراهيم,"","",
770,دبيرية,ورسمة,أبكر,"","",
771,دروين,بن زين الدين,"","","",
772,دريبك,ماهامان,"","","",
773,درية,الطيب,محمد,موسى,"",
774,دفع الله,أحمد,محمد,صالح,"",
775,دمياطي,عبد العزيز,"","","",
776,ديابا,غاني,سعيد,"","",
777,ديابي,موسى,"","","",
778,ديانا,بنت,محمد,ثاني,"",
779,ديني,شفر الدين,"","","",
780,ذاكرة,دوات,"","","",
781,ذهبية,سعيد,محمد,"","",
782,ذو الخير,سفيان,"","","",
783,ذو القرنين,أحمد,"","","",
784,ذو الهادي,بن الحاج,أكران,"","",
785,رابع,يحيي,حسن,"","",
786,رابعة,عبد السلام,عبد القادر,الجعلي,"",
787,راسيد,سوبراجين,"","","",
788,راشد,محمد,العدوي,"","",
789,رافع,العبيد,عبد الرازق,"","",
790,راني,زهرة,رمضان,"","",
791,رانيا,أحمد,حامد,العمرابي,"",
792,ربيع,عبد الرحمن,صديق,"","",
793,ربيعة,آدم,محسن,"","",
794,ربيعة,عبد الرحيم,"","","",
795,رجاء,حسن,خليفة,"","",
796,رجاء,عبد السلام,عبد الخير,"","",
797,رجاء,عوض الكريم,دفع السيد,"","",
798,رجاء,محمود,أبوبكر,"","",
799,رحاب,بلة,إبراهيم,"","",
800,رحاب,يسن,قرشي,"","",
801,رحماوان,أوكتافينطا,الأندنوسي,"","",
802,رحمة,أحمد,عبد الله,فضل,"",
803,رحمة,حسن,الجبر,"","",
804,رحمة,عبد القادر,"","","",
805,رحمة,يحى,الحسين,محمد,"",
806,رحمن,عبد الله,"","","",
807,رزقي,أماليا,"","","",
808,رستم,أفندي,"","","",
809,رستم,علي,عطائي,"","",
810,رسلان,عبد الوهاب,"","","",
811,رشا,عبدالله,كاب الوقيع,"","",
812,رشا,محمد,عبد الله,"","",
813,رشدة,بنت يوسف,"","","",
814,رشيد,اسماعيل,حرس,"","",
815,رشيدة,خنوقة,"","","",
816,رضوان,عبد لله,عبد الله,عمر,"",
817,رفاء,عمر,الحسن,الشيخ,"",
818,رقية,السيد,الطيب,"","",
819,رقية,رجب,رابح,"","",
820,رقية,قطبي,علي,"","",
821,رقية,محمد,بارة,"","",
822,رقية,محمود,فضل,محمود,"",
823,رقية,مضوي,محمد,"","",
824,رمضان,حسن,سالك,"","",
825,رمضاني,علي,مرتضى,"","",
826,رملي,محمد,يوسف,"","",
827,رندا,محمود,عثمان,حسن,"",
828,رندا,يوسف,محمود,"","",
829,رهام,مصطفى,محمد,على,"",
830,رهيف,ناصر,علي,العيساوي,"",
831,روبلة,عمر,حسين,"","",
832,روجيزاف,ميزاني,بن مت,زين,"",
833,روسلان,بن محمد,"","","",
834,روضة,آدم,يحيي,عيسى,"",
835,روضة,سعيد الله,"","","",
836,روضة,محمد,كوري,عبدالله,"",
837,روضة,مرزوقي,"","","",
838,روفيتا,أغسطين,زوليميتا,"","",
839,ريم,أدم,يعقوب,جبير,"",
840,رئيس,عبد الله,أحمد,صادق,"",
841,زاهر,فكري,محمد,"","",
842,زكريا,عمر,نور,"","",
843,زكريا,كموني,كودي,"","",
844,زكية,حامد,حميدو,محمد,"",
845,زكية,سليمان,علي,دينار,"",
846,زكية,عمر,الفضل,عمر,"",
847,زليخة,إبراهيم,"","","",
848,زليخة,عبد العزيز,عثمان,"","",
849,زهر الدين,محمد,سليمان,"","",
850,زهراء,إسحاق,عربي,ماكن,"",
851,زهراء,الشيخ,أبوبكر,هاشم,"",
852,زهراء,عثمان,بابكر,"","",
853,زهراء,موسى,محمود,محمد,"",
854,زهراء,يولدوك,"","","",
855,زهرة,عيسى,هلو,حسن,"",
856,زهرة,موسى,أحمد,"","",
857,زهو,يان,"","","",
858,زهور,أحمد,يوسف,أبو روق,"",
859,زهور,عبد القادر,محمد,أحمد,"",
860,زيسير,رادين,"","","",
861,زين العابدين,إوولاي,يوسف,"","",
862,زين العارفين,"","","","",
863,زينب,بليو,"","","",
864,زينب,حامد,آدم,عبد الله,"",
865,زينب,حمزة,ابكر,عتبقو,"",
866,زينب,خليفة,التوم,"","",
867,زينب,عبد الرحيم,محمد,عثمان,"",
868,زينب,عمر,إبراهيم,"","",
869,زينب,موسى,أبوه,"","",
870,زينب,يعقوب,نميري,"","",
871,سابع,على,كورا,"","",
872,سابينا,ياغنياتس,"","","",
873,ساتريا,بن أحمد,"","","",
874,سارة,زبير,عبد الله,بلال,"",
875,ساكو,جاكريجا,"","","",
876,سالم,العبيد,حامد,"","",
877,سالم,بسيوني,"","","",
878,سالم,خميس,محمد,"","",
879,سالم,راشد,سالم,"","",
880,سالم,عمر,كلوايا,"","",
881,سالم,عيدان,عبد النبي,الطائي,"",
882,سامي,أحميدان,رشيد,"","",
883,سامية,المكي,عباس,"","",
884,سامية,حسين,أحمد,نور,"",
885,سامية,حسين,سعيد,عبد الحفيظ,"",
886,سامية,عبد القادر,الطاهر,"","",
887,سامية,عمر,المشرف,"","",
888,سامية,كاظم,سهيل,"","",
889,سامية,محمد,أحمد,عبد الماجد,"",
890,سامية,محمود,محمد,العاقب,"",
891,سامية,مصطفي,سليمان,"","",
892,سانديان,لومالا,"","","",
893,سانو,غو,مامادو,"","",
894,سبأ,محمود,النور,محمد,"",
895,سبعة,على,مرمباب,"","",
896,ستنا,محمد,علي,حمدون,"",
897,ستى,مارية,المحفوظة,"","",
898,ستي,بدرية,أندينى,"","",
899,سراج الدين,محجوب,عبد الوهاب,العطا,"",
900,سراووت,ساي,ترنج,"","",
901,سرحان,سعيد,عثمان,"","",
902,سرميني,سركات,صائمين,"","",
903,سريفة,عيسى,إدريس,"","",
904,سعاد,إبراهيم,العاقب,"","",
905,سعاد,إبراهيم,محمد,"","",
906,سعاد,خليل,عثمان,"","",
907,سعاد,فضل,المولى,قريش,"",
908,سعاد,محمد,أبوه,آدم,"",
909,سعاد,محمد,الحسن,الطاهر,"",
910,سعاد,موسى,آدم,"","",
911,سعد,حامد,حسين,صندل,"",
912,سعد,محمد,جبر,العليكي,"",
913,سعد,مطر,زكريا,احمد,"",
914,سعدية,موسي,عمر,البشير,"",
915,سعيد,إبراهيم,حسين,"","",
916,سعيد,أحمد,عنايت الله,"","",
917,سعيد,إقبال,القرشي,الباكستاني,"",
918,سعيد,الجيلاني,البشير,"","",
919,سعيد,حواية الله,أحمد,كندى,"",
920,سعيد,مؤمن,عمر,"","",
921,سعيدة,حسن,عثمان,"","",
922,سعيدون,"","","","",
923,سفراو,معراج الدين,عبد الواحد,"","",
924,سفيان,فضل المولى,فرج الله,الخضر,"",
925,سكينة,ممن,"","","",
926,سكينة,يسن,حسين,"","",
927,سلام,عثمان,حسن,"","",
928,سلطان,محمد,نور,شيخ علي,"",
929,سلمة,مام,خال,درامي,"",
930,سلمى,أحمد,عيسى,المكاشفي,"",
931,سلمى,الشيخ,أحمد,"","",
932,سلمى,الشيخ,محمد,آدم,"",
933,سلمى,عثمان,عبد الله,التوم,"",
934,سلمى,محمد,أحمد,عبد الله,"",
935,سلمى,محمد,حمدان,علي,"",
936,سلمي,عبد الله,الزين,"","",
937,سلمي,عبد المنعم,إسماعيل,"","",
938,سلوان,مصطفى,محمد,أحمد,"",
939,سلوى,العبد عبد الله,"","","",
940,سلوى,حمد السيد,أحمد,آدم,"",
941,سلوى,حمزة,علي,محمد,"",
942,سلوى,مصطفى,خليفة,"","",
943,سلوي,حامد,عبد الرحمن,"","",
944,سلوي,محمد,عبادي,"","",
945,سلوي,يسين,عباس,"","",
946,سليم,شيابحي,"","","",
947,سليم,عثمان,صابر,أحمد,"",
948,سليمان,إبراهيم,يوسف,"","",
949,سليمان,البشير,سليمان,"","",
950,سليمان ,بن محمد,سيدبي,"","",
951,سليمان,حامد,سعيد,"","",
952,سليمان,داميلي,"","","",
953,سليمان,عبد القادر,سليمان,"","",
954,سليمان,عثمان,إمام,"","",
955,سليمان,كرار,حاج,حامد,"",
956,سليمان,محمد,عبد الله,سليمان,"",
957,سمية,الأمين,محمد أحمد,القواري,"",
958,سمية,سليمان,خير السيد,محمد,"",
959,سمية,صلاح الدين,محمد,الحسن,"",
960,سمية,علي,حامد,"","",
961,سمية,محمد,حسن,"","",
962,سمية,محمد,يسن,شيخ,"",
963,سمير,عبد الله,عبد العزيز,"","",
964,سميرة,أحمد,جيلاني,"","",
965,سميرة,الغالي,الحاج,"","",
966,سميرة,زمراوي,"","","",
967,سميرة,عوض الكريم,"","","",
968,سميرة,محمد,زين,إدريس,"",
969,سناء,مضوي,علي,عبد اللطيف,"",
970,سهام,أحمد,محمد,الفاضل,"",
971,سهام,جبريل,موسي,"","",
972,سهام,عبد الرحمن,طيب الأسماء,"","",
973,سهام,محمد,علي,محجوب,"",
974,سهام,مصطفي,الشيخ,الخواض,"",
975,سهير,الشيح,سليمان,"","",
976,سهير,محمد,الحسن,داؤد,"",
977,سهير,محمد,مصطفى,موسى,"",
978,سو,الحاج,دنيل,"","",
979,سو,تشو,تينغ,"","",
980,سو,حسن,الصيني,"","",
981,سو,هوي,كينغ,"",كريمة عبد الله,
982,سودارمي,بوركان,صالح,"","",
983,سوسن,احمد,نصر,"","",
984,سوسن,الشيخ,سعيد,"","",
985,سوسن,الماحي,خليفة,"","",
986,سوسن,بشير,الجيلي,"","",
987,سوسن,حسين,الغني,الحسين,"",
988,سوسن,عبد الله,محمد,عبد الله,"",
989,سوفارمان,ماتجان,"","","",
990,سويد,علي,سويد,"","",
991,سويونغ,كوك,"","","",
992,سيبونغا,عبد الكريم,"","","",
993,سيتي,بدرية,أنديتي,"","",
994,سيد,أحمد,بابكر,الصافي,"",
995,سيد,أحمد,حاج,سعيد,"",
996,سيد,إدريس,أبو عاقلة,"","",
997,سيد,علي,أنور,"","",
998,سيد,علي,بن علي,"","",
999,سيدجاي,"","","","",
1000,سيدنا,عبده,مرمباب,"","",
1001,سيدو,عيدي,شريف,محمد,"",
1002,سيدي,الرفاعي,سيبوية,"","",
1003,سيدي,بن إبراهيم,"","","",
1004,سيدي,يعقوب,بكاري,"","",
1005,سيرينج,محمد,كاه,"","",
1006,سيسي,محمد,إبراهيم,سوري,"",
1007,سيسي,محمود,"","","",
1008,سيف الدين,الطيب,احمد,محمد,"",
1009,سيني,يعقوب,"","","",
1010,شادي,نزيه,الحيوك,"","",
1011,شاه,ولي الله,أديب,"","",
1012,شدة,علي,كبة,علي,"",
1013,شذى,على,الحاج,أحمد,"",
1014,شرف الدين,آدم,إبراهيم,موسي,"",
1015,شريف,عبد الكريم,أحمد,"","",
1016,شريف,عزو,عمر,عبده,"",
1017,شعيب,محمد,أمين,"","",
1018,شفيق,أحمد,خان,الندوي,"",
1019,شكيب,صالح,أحمد,"","",
1020,شلير,عبد الله,حسن,"","",
1021,شمس الدين,خالد,أحمد,إبراهيم,"",
1022,شمس الدين,سوكيمي,حسن,"","",
1023,شمس الدين,محمد,محمد,معاذ أحمد,"",
1024,شمس الدين,محمد,نور,"","",
1025,شمسة,رمسا,مبارك,"","",
1026,شنشول,فريج,عسكر,الزبيدي,"",
1027,شنونغ,شياوين,"","","",
1028,شهاب الدين,عفراني,شعراني,"","",
1029,شهدا,صالح,"","","",
1030,شهرزاد,الباقر,عبد الصادق,"","",
1031,شو,دونغ,"","","",
1032,شوقي,الزين,عبد الرحمن,"","",
1033,شوقي,رحمة الله,"","","",
1034,شول,دينق,يونق,"","",
1035,شيا,تشو,سعيد,"","",
1036,شيخ,صعب,"","","",
1037,شيخ,عبيد الله,قورا,"","",
1038,شيخ,نفيس,أحمد,"","",
1039,شيخ,يوسف,توفا,"","",
1040,شيرين,مقبل,الصمادي,"","",
1041,صابر,الحاج,عبد الرحمن,"","",
1042,صاحب,ثابت,سالم,"","",
1043,صالح,إسماعيل,"","","",
1044,صالح,بلا,الجناري,"","",
1045,صالح,جلال,الجنادي,"","",
1046,صالح,علي,إبراهيم,حامد,"",
1047,صالح,علي,صالح,"","",
1048,صالح,علي,محمود,"","",
1049,صالح,فكاك,مسعد,"","",
1050,صالح,محجوب,محمد,التنقاري,"",
1051,صالح,محمد,ادريس,"","",
1052,صالح,موسى,جيبو,"","",
1053,صباح,الماحي,الدرديري,هاشم,"",
1054,صباح,حسن,محمد,صالح,"",
1055,صباح,عبد الكريم,مهدي,الباهلي,"",
1056,صباح,محمود,محمد,أحمد,"",
1057,صبحية,أمباهينشي,"","","",
1058,صدام,الضي,عمر,محمد,"",
1059,صدر الدينوف,جمال الدين,"","","",
1060,صدقي,محمد,أمين,عيسى,"",
1061,صديق,الطيب,الزين,الطيب,"",
1062,صديق,النور,بشير,"","",
1063,صديق,حسين,أبوه,"","",
1064,صديق,محمد,أحمد,عبد الله,"",
1065,صغري,جعفري,"","","",
1066,صغير,محمد,يعقوب,"","",
1067,صفاء,خالد,صالح,"","",
1068,صفاء,طاهر,أحمد,"","",
1069,صفاء,مبارك,عيسى,"","",
1070,صفراني,محمد,سامين,"","",
1071,صفوان,عثمان,عبد الرحيم,"","",
1072,صفية,خلف الله,بابكر,"","",
1073,صفية,عثمان,رشيد,"","",
1074,صفية,علي,حامد,عمر,"",
1075,صفية,عمر,آدم,"","",
1076,صفية,محمد,أحمد,سوار,"",
1077,صلاح,أحمد,محمد,بابكر,"",
1078,صلاح,التوم,إبراهيم,"","",
1079,صلاح الدين,أزرعي,الماليزي,"","",
1080,صلاح الدين,الجيلي,عبد الرحمن,"","",
1081,صلاح الدين,الصادق,أحمد,"","",
1082,صلاح الدين,عثمان,علي,"","",
1083,صلاح الدين,فرح,عبد الرحمن,"","",
1084,صلاح,حمد,إبراهيم,"","",
1085,صلاح,عوض الله,صديق,"","",
1086,صلاح,محمد,أحمد,عبد الله,"",
1087,صلاح,مدني,محمد,"","",
1088,صوفي,بن من,"","","",
1089,ضياء الدين,بلا,ربي,"","",
1090,طارق,أختر,الندوي,"","",
1091,طارق,إسماعيل,النعيمي,"","",
1092,طارق,رديف,نصيف,"","",
1093,طارق,عبد الرحيم,صالح,"","",
1094,طارق,علي,إبراهيم,هارون,"",
1095,طارق,محمد,أحمد,عبد الرحمن,"",
1096,طالب,جمعة,علي,"","",
1097,طاهر,إبراهيم,مواسي,"","",
1098,طاهر,أحمد,بن حسين,"","",
1099,طاهر,محمد,أحمد,حبقة,"",
1100,طاهر,محمد,محمود,محمد,"",
1101,طاهر,وانية,"","","",
1102,طاهر,علي,جامع,"","",
1103,طه,محمد,أحمد,"","",
1104,طه,محمد,سعيد,"","",
1105,طه,محمد,محمود,"","",
1106,طيفور,أحمد,محمد,أحمد,"",
1107,ظفر,ديخانوف,حسنوتش,"","",
1108,عادل,الشيخ,عبد الله,"","",
1109,عادل,الطيب,محمد,أحمد,"",
1110,عادل,عبد الرحمن,نصيف,"","",
1111,عادل,موسي,سكين,"","",
1112,عادل,يوسف,عبد الحميد,ابومرضية,"",
1113,عاصم,شحاتة,علي,"","",
1114,عاصم,شحادة,صالح,"","",
1115,عاصم,موسي,محمد,الشريف,"",
1116,عالية,علي,محمد,الفكي,"",
1117,عامرة,عبد الكريم,علوان,"","",
1118,عائد,كومي,"","","",
1119,عايدة,إبراهيم,يوسف,الطبل,"",
1120,عايدة,صديق,عثمان,"","",
1121,عائشة,إبراهيم,أحمد,"","",
1122,عائشة,إبراهيم,سعيد,الحوري,"",
1123,عائشة,ابراهيم,عثمان,محمد,"",
1124,عائشة,إبراهيم,يعقوب,"","",
1125,عائشة,أحمد,محمد,شايب,"",
1126,عائشة,آدم,حسن,عبد الله,"",
1127,عائشة,الأمين,مصطفي,"","",
1128,عائشة,عبده,ربه,إبراهيم,"",
1129,عائشة,علي,عبد العظيم,"","",
1130,عائشة,محمد,رحال,محمد,"",
1131,عائشة,محمد,عبد الله,"","",
1132,عائشة,ميرعني,عبد الرحيم,"","",
1133,عائشة,ميرعني,محجوب,الطاهر,"",
1134,عباس,أحمد,عبد الله,"","",
1135,عباس,عمر,عبد القادر,"","",
1136,عباس,ياسين,إبراهيم,عبد الله,"",
1137,عبد الأكبر,حضرت,عمر,"","",
1138,عبد الإله,أبكر,دودة,"","",
1139,عبد الإله,خضير,أحمد,"","",
1140,عبد الإله,دياب,طه,"","",
1141,عبد الباري,إبراهيمي,"","","",
1142,عبد الباسط,عبد الرقيب,عقيل,"","",
1143,عبد الباسط,عطية الله,عجيب,"","",
1144,عبد الباقي,إبراهيم,عبد الله,"","",
1145,عبد الباقي,أحمد,الجيلي,"","",
1146,عبد الباقي,إسماعيل,خريف,مهدي,"",
1147,عبد الباقي,المبارك,البشير,"","",
1148,عبد البديع,السر,بشير,الفاضل,"",
1149,عبد الجبار,عبد الأحد,"","","",
1150,عبد الجليل,تركي,نقي,"","",
1151,عبد الجليل,صالح,أبكر,حمزة,"",
1152,عبد الحارس,رفاعي,"","","",
1153,عبد الحفيظ,خضر,محمد,بادي,"",
1154,عبد الحكم,خير,السيد,محمد,"",
1155,عبد الحكيم,اسماعيل,عيسى,ارجين,"",
1156,عبد الحكيم,عوض,أحمد,ياسين,"",
1157,عبد الحليم,المساعد,علي,"","",
1158,عبد الحليم,كونينج,"","","",
1159,عبد الحليم,محمد,"","","",
1160,عبد الحميد,أمين,"","","",
1161,عبد الحميد,عبدالوهاب,عبدالحميد,النزهي,"",
1162,عبد الحميد,عزا,عثمان,"","",
1163,عبد الحميد,على,إبراهيم,"","",
1164,عبد الحميد,محمد,جماع,الأمين,"",
1165,عبد الدائم,محمد,عبد الكريم,"","",
1166,عبد الرازق,أحمد,شيخ,"","",
1167,عبد الرازق,حسين,حسن,"","",
1168,عبد الرازق,محمد,إبراهيم,"","",
1169,عبد الرازق,هيرد,محمد,"","",
1170,عبد الرازق,يوسف,محمد,آدم,"",
1171,عبد الرحمن,إبراهيم,المقدم,"","",
1172,عبد الرحمن,أحمد,كرار,عبد الله,"",
1173,عبد الرحمن,آدم,مصطفى,الضو,"",
1174,عبد الرحمن,حسن,سدي,مرسال,"",
1175,عبد الرحمن,سعيد,موانجي,"","",
1176,عبد الرحمن,شيخ,محمد,حكم,"",
1177,عبد الرحمن,طاهر,أويس,"","",
1178,عبد الرحمن,عبد اللطيف,عبد الرحمن,"","",
1179,عبد الرحمن,عبد الله,سيسي,"","",
1180,عبد الرحمن,عثمان,عبد الله,أحمد,"",
1181,عبد الرحمن,علي,أونور,"","",
1182,عبد الرحمن,علي,أونور,إبراهيم,"",
1183,عبد الرحمن,علي,بكري,"","",
1184,عبد الرحمن,فكاك,إزاز,"","",
1185,عبد الرحمن,فؤاد,صادق,"","",
1186,عبد الرحمن,محمد,إدريس,"","",
1187,عبد الرحمن,محمد,آدم,"","",
1188,عبد الرحمن,محمد,الامين,"","",
1189,عبد الرحمن,محمد,عبدلي,"","",
1190,عبد الرحمن,مؤمن,علي,"","",
1191,عبد الرحمن,نور الدين,مصطفي,"","",
1192,عبد الرحيم,أحمد,إسماعيل,"","",
1193,عبد الرحيم,الإدريسي,المساوي,"","",
1194,عبد الرحيم,ج,سي,"","",
1195,عبد الرحيم,عبد الرحمن,أحمد,أبو رنات,"",
1196,عبد الرحيم,عبد الله,علمي,"","",
1197,عبد الرحيم,علي,فضل,السيد,"",
1198,عبد الرحيم,عمر,أبو بكر,"","",
1199,عبد الرحيم,قاسم,الحمران,"","",
1200,عبد الرحيم,كانويو,أندامات,"","",
1201,عبد الرزاق,محمد,إبراهيم,"","",
1202,عبد الرشاد,شهودي,"","","",
1203,عبد الرشيد,حنفي,حاج,"","",
1204,عبد الرشيد,خان,عبد الستار,"","",
1205,عبد الرشيد,يوسف,ماهر,"","",
1206,عبد الرفيع,أمين الله,"","","",
1207,عبد الرؤوف,الشيخ,صالح,خربوش,"",
1208,عبد الرؤوف,عبده,عمر,"","",
1209,عبد الستار,كرم,دين,"","",
1210,عبد الستار,محمد,نوشاد,"","",
1211,عبد السلام,إبراهيم,احمد,"","",
1212,عبد السلام,آدم,محمد,"","",
1213,عبد الشكور,شيخ,حسن,أحمد,"",
1214,عبد العزيز,أمان,فتو,موسى,"",
1215,عبد العزيز,جوب,"","","",
1216,عبد العزيز,حمزة,عبد السلام,"","",
1217,عبد العزيز,شفر الدين,شفراوي,"","",
1218,عبد العزيز,شيخ,محمود,"","",
1219,عبد العزيز,صديق,عبد الله,"","",
1220,عبد العزيز,عبد الله,أبارو,"","",
1221,عبد العزيز,عبد الله,إسحاق,"","",
1222,عبد العزيز,عبده,سود,العجل,"",
1223,عبد العزيز,عثمان,حسن,"","",
1224,عبد العزيز,محمد,إبراهيم,آدم,"",
1225,عبد العزيز,محمد,عمر,إدريس,"",
1226,عبد العزيز,محمد,هارون,محمد,"",
1227,عبد العزيز,نظر,محمد,"","",
1228,عبد العظيم,نورالدين,الحسن,"","",
1229,عبد الغفار,احمد,عثمان,"","",
1230,عبد الغفار,حسن,الأمين,"","",
1231,عبد الغفار,محمد,شريف,الشيزاوي,"",
1232,عبد الغفور,صالح,محمد,"","",
1233,عبد الغني,ذو,الكفل,"","",
1234,عبد الغني,ذو,الكفل,علوى,"",
1235,عبد الفتاح,إبراهيم,عباس,العقيد,"",
1236,عبد الفتاح,بن زكريا,"","","",
1237,عبد الفتاح,صديق,أحمد,"","",
1238,عبد الفتاح,عبد الله,ديماسيسل,"","",
1239,عبد الفتاح,محجوب,محمد,"","",
1240,عبد الفضيل,الضو,عبد الفضيل,"","",
1241,عبد القادر,إبراهيم,عثمان,"","",
1242,عبد القادر,أحمد,آدم,"","",
1243,عبد القادر,أحمد,الشيخ,الفادني,"",
1244,عبد القادر,آدم,علي,"","",
1245,عبد القادر,الأمين,عثمان,"","",
1246,عبد القادر,حاتم,الدوري,"","",
1247,عبد القادر,حاتم,سلطان,"","",
1248,عبد القادر,سليمان,صالح,"","",
1249,عبد القادر,صافي,يوسف,"","",
1250,عبد القادر,عبد الله,محمد,على,"",
1251,عبد القادر,عثمان,محمد,"","",
1252,عبد القادر,علي,سياد,"","",
