الألفاظ العربية المستخدمة في اللغة الإندونيسية,بحري رشيد,477
منهج النحو للصف الأول المتوسط ثانوية الملك فيصل بانجمينا : د راسة تحليلية تقويمية,بخيت حسين خليل,478
أصول النحو العربي بين النحاة وابن مضاء القرطبي في ضوء علم اللغة الحديث,بخيتة حسن ناصر,479
منهج مقترح لتعليم اللغة العربية لأغراض خاصة للرياضيين - كرة القدم في السودان,بخيتة حسن نور الدائم,480
معجم ثنائي اللغة عربي - آتشي (ق - م),بدر الزمان بن عبد الله,481
تقويم الكتاب المدرسي للغة العربية للمدارس الإسلامية المتوسطة في إندونيسيا,بدر الزمان عمر يونس,482
المشكلات التي تواجه الطلاب الإندونيسين في تعليم اللغة العربية بجمهورية مصر العربية,بدر الزمان عمر يونس,482
صعوبات تعلم الكتابة لدى المبتدئين الناطقين بغير العربية بمعهد الخرطوم الدولي للغة العربية,بدرالدين يوسف محمود محمد,483
التفكير الإبتكاري وعلاقته بتعلم اللغة العربية للناطقين بغيرها,بدرية صالح محمد صالح,484
تقويم برنامج إعداد معلم اللغة العربية بكلية التربية - جامعة البحر الأحمر,بدرية عبد الدائم الحسن,485
دراسة تقابلية بين اللغة العربية واللغة التايلاندية على مستوى الأصوات,بدرية ماسيغ,486
إستخدام الصورة في تعليم اللغة العربية لتلاميذ الصف الأول لمرحلة الأساس بولاية الخرطوم محلية العيلفون,بدرية محمد عبد الرحمن,487
دور إعداد وتدريب المعلمين في التحصيل الدراسي بمرحلة الأساس : دراسة ميدانية بمحلية شرق النيل,بدرية مصطفى محمد أحمد,488
تقارب الألفاظ لتقارب المعاني,بدرية ميرغني محمد,489
نحو منهج وظيفي لتدريس النحو بالصف الأول الثانوي بالمدارس السودانية,بدرية ميرغني محمد,489
تحليل الأخطاء النحوية في التعبير الكتابي الحر في امتحانات الشهادة الثانوية لطلبة وحدة شرق النيل ولاية الخرطوم,بدور بخيت العاقب عبد الله,490
دراسة وصفية تحليلية تقويمية للإختبارات الشهرية في مادة اللغة العربية للتعليم الخاص بولاية الخرطوم,بدور يوسف سيد أحمد قريش,491
"لغة الخدمات العامة في الصحافة المعاصرة "" الإهرام - الصحافة - الفجر الجديد "" 1982",بدوي محمد الأمين قنجاري,492
بناء الكلمة العربية وخصائصها,بدوي محمد الأمين قنجاري,492
تبسيط النص الأدبي للقراءة الموسعة بما يتناسب مع المستويات اللغوية للناطقين بغير العربية : دراسة نظرية لرسالة الغفران لابي العلاء المعري - المستوى الأول,براسيرت بان بري,493
الألفاظ الفصحى في شعر البقارة بولاية جنوب دارفور,برق السهل دليل علوي,494
مواضع الهمزات في اللغة العربية وتدريسها للناطقين بغير العربية,بركة الأمين بركة,495
دراسة تقابلية بين اللغة العربية واللغة الماندنكية على المستوى الصرفي في مجال التعبير عن الجنس,بركوما داود,496
"معجم ثنائي اللغة عربي - مندري "" سولاريسي الجنوبية "" ( أ - ج )",برهان الدين جمال الدين,497
أفعال المقارنة والشروع والرجاء وتدريسها للناطقين بغيرها,برهان نور الدائم مقبول,498
دراسة تقابلية بين اللغتين العربية والروسية على المستوى النحوي في إعراب الأسماء,بروجيروف بافل,499
الصور البلاغية في شعر الكميت بن زيد الأسدي وتدريسها للناطقين بغير العربية,بريمة إبراهيم بريمة حسب الله,500
تبسيط النص الأدبي للقراءة الموسعة بما يتناسب مع المستويات اللغوية للناطقين بغير العربية,بشار مصطفى الأفيوني,501
الإسم في اللغة العربية واللغة الفارسية : دراسة تقابلية,بشاير علي حسين أحمد,502
معجم ثنائي اللغة للمصطلحات الإدارية (عربي - إندونيسي),بشرى مختار محمد حسين الإندونيسي,503
الغموض في دلالة المبني علي المعني في اللغة العربية,بشري عثمان الشيخ,504
مشكلات تطبيق المنهج القومي للغة العربية على مدارس اللاجئين الأساسية بولاية القضارف,بشير أبكر بشير,505
مشكلات تعليم اللغة العربية بجامعة الدعوة والجهاد - الأفغانية,بشير أحمد الأنصاري,506
مقارنة بين الأمثال في لهجة الشايقية واللغة العربية الفصحى : دراسة لغوية اجتماعية,بشير أحمد بشير,507
دراسة تقويمية لمنهج اللغة العربية في المدارس الإبتدائية الإسلامية بولاية كتوفي شمال نيجيريا,بشير حسن أبوبكر عثمان,508
تحليل معجمي ودلالي لرواية ثقوب في الثوب الأسود للكاتب المصري إحسان عبد القدوس,بشير حسن أبوبكر عثمان,508
الصعوبات التي يواجهها الفرنسي في تعليم العربية وكيفية معالجتها,بشير عبد الواحد بشير,509
تصميم منهج لتعليم اللغة العربية لغير الناطقين بها للصف والجنود بالإقليم الجنوبى مستوي المبتدئين,بشير علي بشير,510
العلاقة بين الكفايات اللغوية والثقافية في برامج تعليم اللغة العربية للناطقين بغيرها : دراسة ميدانية علي معهد اللغة العربية بجامعة إفريقيا العالمية,بشير عيسي أحمد عبد الله,511
معجم تعليمي ثنائي للمفردات الاساسة في اللغة العربية أ - ت (عربي ملايوي ),بشير كانينج,512
تدني مهارة الكتابة لدى تلاميذ الحلقة الأولي بمرحلة الأساس أسبابه وعلاجه (محلية ريفي كسلا نموذجا),بشير محمد بشير,513
النبر والتنغيم والمشكلات التي يواجهها الناطق باليوريافيهما عند تعلمه للغة العربية,بشير يولنلي دادة,514
دراسة مقارنة بين الأمثال السواحلية والأمثال العربية (من حيث الدلالة والأسلوب اللغوي),بكاري مكامي فقيه,515
تحليل معجمي ودلالي لرواية اللص والكلاب - نجيب محفوظ,بكري عبد الله جميل,516
اللغة العربية الفصحى ولهجة قبيلة الحوازمة : دراسة تحليلية تقابلية وصفية,بلال حبيب الله مدني محمد,517
بعض الألفاظ المستخدمة لدي طلاب الصف الأول الثانوي في مناطق التداخل اللغوية بمدينة ملكال ودلالاتها اللغوية والإجتماعية,بلال عبد الله بلال,518
دور علم النفس التربوي في تعليم اللغة العربية لغير الناطقين بها,بلة أحمد محمد الكرسني,519
كيفية إختيار أساليب التدريس الملائم لتعليم اللغة العربية لغير الناطقين بها,بلة أحمد محمد الكرسني,519
أثر اللغة الكوردية على تعلم اللغة العربية,به ري علي أحمد,520
الإتصال اللغوي وتطبيقاته في تعليم اللغة الأجنبية,بهاء الدين الهادي خير السيد,521
الصعوبات التى تواجه متعلمي اللغة العربية (الصينيين في معهد الخرطوم الدولي للغة العربية,بهو شوي فن,522
دور الأنشطة المصاحبة للمنهج في التحصيل الدراسي بمرحلة تعليم الأساس - محلية جبل أولياء,بهية على عبد الرحمن سليمان,523
تعليم اللغة العربية للتلاميذ المغاربة المتأثرين باللغة الفرنسية,بو طاهر محمد,524
دراسات تقابلية بين العربية والسواحلية علي مستوي الجملة البسيطة,بوان خير حسن محمد,525
المفردات العربية الشائعة في السواحلية,بوان خير حسن محمد,525
تقويم منهج تعليم اللغة العربية في مدارس جماعة عباد الرحمن مدرسة الأمام المالك نموذجا,بوبكرباه,526
الأسلوب التربوي لتعليم العربية لغير الناطقين بها,بوحزة فضيل,527
نحو إستخدام وسيلتي الإذاعة والتلفزيون في تعزيز اللغة العربية بجنوب السودان,بول ويرسي,528
دراسة تقابلية بين لغة بديا واللغة العربية علي مستوي الصوتي,بونسي ابيدو عوض,529
معجم ثنائي اللغة عربي - موري (آ) في بوركينافاسو,بونكونغو سعيد,530
تصميم اختبارات موضوعية لقياس مهارة الكتابة في برنامج تعليم اللغة العربية للناطقين بغيرها,بيم بيم إدريس,531
تعليم مادة التربية الإسلامية لطلاب المستوي الثالث معهد اللغة العربية - جامعة أفريقيا العالمية,بيمبيلي كيانقو نوح,532
حروف المعاني العاملة وتدريسها للناطقين بغير العربية,تاج الدين إبراهيم عبد الله حسن,533
التثنية والتأنيث في اللغة العربية,تاج الدين عبد القادر أحمد,534
أثر التفكير الفلسفي في الدراسات النحوية,تاج الدين عبد القادر أحمد,534
تطوير اللغة العربية عن طريق المسرحية,تاج الدين محمد نور,535
القيم الدلالية لأوزان الفعل الصرفية,تاج السر بشير صالح,536
مختبر اللغة ودوره في تعليم اللغة العربية لغير الناطقين بها,تاج السر حمزة الريح,537
وحدة تعريفية عن الحج,تاج السر محمد عبد الحليم,538
أساليب تدريس الكلام وما يتألف منه للناطقين بغير العربية - دراسة نحوية في ألفية ابن مالك,تاي الله محمد على جفال,539
دراسة تقابلية بين العربية و الهوسا علي مستوي الجملة المركبة,تجاني محمد إمام,540
"المفردات الشائعة في المقال السياسي "" الصحافة العراقية "" خلال السنة الأولي من الحرب العراقية الإيرانية",تحسين فالح مبارك,541
الأفعال المجردة والمزيدة في اللغة العربية وطرائق تدريسها للناطقين بغيرها في المدارس الثانوية العربية الحكومية بولاية كنو - نيجيريا,تراد عبد الله,542
وظيفة الدرس البلاغي في تنمية مهارات اللغة العربية للطلاب من غير العرب,ترهاقا محمد حسين,543
معجم ثنائي اللغة عربي - صيني (ح - ذ),تشانغ رونغ رونغ,544
تصميم بعض التدريبات علي بعض قواعد النحو العربي لأبناء الصين,تشن جيان من,545
تعليم اللغة العربية لأعضاء البعثات الطبية الصينية في الوطن العربي,تشو يون شيا,546
الأمثال العربية والصينية (دراسة دلالية مقارنة),تشي يو,547
الأخطاء الكتابية عند المبتدئين الصينيين في تعليم اللغة العربية بمعاهد اللغة العلوم الإسلامية في الصين,تشين فنق مي,548
طريقة الترجمة ودورها في تعليم اللغة العربية في الصين,تشينغ شياو,549
القيم التربوية في سورة لغمان وتدريسها للناطقين بغير العربية,تقوى محمد الامين عبد الماجد,550
المشكلات التي تواجه طلاب المرحلة الثانوية في مادة النحو ( ولاية القضارف - كلية القلابات نموذجا ),تماضر خالد عبد اللطيف,551
مدخل معجمي لقراءة المنتخبات من أعمال جمال الدين الأفغاني,تنوير عارف,552
تدريس النحو في المرحلة الثانوية العليا في باكستان,تنوير عارف,552
الطباق والمقابلة في شعر البحتري وتوظيفها في تدريس اللغة العربية للناطقين بغيرها,تهاني الحسن منصور التابي,553
مشروع المعجم المساعد لمتعلمي اللغة العربية في إندونيسيا / عربي - إندونيسي,تولوسي مصطفي عبد الرازق,554
نظام مقترح لتصميم تدريسي في مهارة القراءة,تومانسي عيسى,555
نظرية الجشطالت توظيفها في تعليم اللغة العربية لغير الناطقين بها,تيسير شبيب,556
شعر محمد سعيد العباسي ودلالاته اللغوية والإجتماعية,تيسير عوض محمد الحسن,557
العوامل الإجتماعية وأثرها في تعليم اللغة العربية للناطقين بغيرها,تيسير محمد الشيخ,558
المورفيمات المقيدة وطرائق تدريسها للناطقين بغير العربية (السوابق واللواحق - المستوى المتقدم - ولاية كنو بنيجيريا نموذجا),ثالث هللر بندا,559
القراءات المتواترة مدخل لتدريس خصائص اللغة العربية لحفاظ القرآن الكريم للناطقين بغيرها,ثانى موسي إياغي,560
دراسة تقابلية بين أصوات اللغة العربية الفصحى ولغة المساليت في الصوامت والصوائت والمقاطع,ثريا أبوبكر محمد ادريس,561
الصعوبات اللغوية التي تواجه تعلم اللغة العربية لأبناء الرحل بمنطقتي تمسكو - أم ضوا بان ولاية جنوب دار فور - محلية أبوعجوزة,ثريا أحمد عثمان المحسى,562
تدريس التعبير الشفوي للناطقين بغير العربية : مراحله ، تدريباته ، تصحيحه : دراسة وصفية تحليلية,ثريا حسن محمد صالح,563
ضعف مهارة القراءة لدى تلاميذ وتلميذات مرحلة الأساس (دراسة ميدانية للصف الثالث نموذجا),ثريا داؤد سليمان,564
الأخطاء اللغوية لدى طلاب الصف الثاني الثانوي الولاية الشمالية مدينة دنقلا نموذجا,ثريا عبد المنعم سيد طاهر,565
دور الخبرات البسيطة والفنية في تعليم اللغة العربية لغير الناطقين بها,ثريا موسي إدريس,566
الامثال العربية وبعدها اللغوي والثقافي في تعليم اللغة العربية للناطقين بغيرها - المستوى المتقدم - دراسة تحليلية لنماذج من الامثال (من كتاب مجمع الامثال للميداني ),جابر اسحاق موسى ميغا,567
مشكلات تعليم اللغة العربية في المدارس الثانوية الحكومية بجمهورية تشاد (بالتطبيق على ثانوية قاسي),جبريل عبد الله انقاري,568
دوافع تعلم اللغة العربية لدى الطلاب النيجيريين بالمعاهد والجامعات السودانية,جبريل عمر آدم,569
"تعليم اللغة العربية في ولاية جنوب كردفان محلية كادقلي "" المرحلة الثانوية "" المشكلات والحلول",جبريل قمني علي التني,570
مشكلة تنوع الثقافات وأثرها في تدريس اللغة العربية في مدارس مرحلة الأساس بولاية بحر الجبل,جبسون اليكانا كيما قاضي,571
عوامل انتشار اللغة العربية في تشاد وأثرها في تعليم اللغة العربية للناطقين بغيرها,جبل عبد الرحيم جبل,572
الفعل في القرآن الكريم دراسة نحوية تطبيقية في سورتي النجم والاسراء وتدريسه للناطقين بغيرها,جعفر ادريس محمد احمد,573
"معجم عربي - رحانغي "" أ - ث """,جعفر حسين عبد الحميد الأركاني,574
فعالية استخدام الحاسوب وسيطا تعليميا في تدريس مادة البلاغة كتاب الصف الثاني ثانوي (مدرسة الهبيكة الثانوية المشتركة / محلية الكاملين),جعفر مصطفى محمد,575
كفايات المعلم اللغوية ودورها في تعليم اللغة العربية للناطقين بغيرها,جلال الدين حماد يعقوب,576
إستخدام علم اللغة التطبيقي في تعليم اللغة العربية لغير الناطقين بها,جمال أحمد عباس,577
مدي كفاية محتوي الجزء الأول من الكتاب الأساسي لتلبية حاجات متعلمي اللغة العربية الكبار من غير الناطقين بها,جمال أحمد محمد هاشم,578
تعليم القراءة للناطقين بغير اللغة العربية عن طريق الإنترنيت,جمال بابكر فالح محمد,579
لا النافية للجنس في اللغة العربية وتدريسها للناطقين بغيرها,جمال حسن آدم طه,580
"تقويم كتاب العربية للناشئين "" ج1"" كمقرر لطلبة المدارس الأهلية الإبتدائية في الصومال",جمال حسن موسي,581
تصميم إختبارات مهارة الإستماع للناطقين باللغات الأخرى,جمال حسين جابر محمد,582
المشكلات الاجتماعية واللغوية لدى تلاميذ مرحلة التعليم الأساسي بولاية كسلا (محلية ريفي كسلا أنموذجا),جمال عبد الهادي حسين,583
المشكلات التي تواجه دارسي الباري في تعليم اللغة العربية,جمعه محمد جادا,584
الاشتقاق بين اللغة العربية ولغة الهوسا - دراسة تحليلية تقابلية,جميل زبير اسماعيل,585
المعجم الوجيز ، عربي – هوسا حروف (د، س، ع),جميل عبد القادر,586
إستخدام الوسائط التعليمية في الشعر العربي للمتقدمين من غير الناطقين بالعربية,جميلة مصطفى محمد أحمد,587
دور القنوات التلفزيونية الناطقة باللغة العربية في الصين وأثرها في تنمية مهارة الإستماع لدى متعلني اللغة العربية للناطقين بغيرها,جن شان هوي,588
تصميم وحدة دراسية للتدريب على مهارة القراءة للناطقين بغير العربية في سيرة سعد بن أبي وقاص رضى الله عنه,جهاد حسن محمد يعقوب,589
مستوى توظيف معلمي اللغة العربية بالمرحلة الثانوية للمستحدثات التكنلوجية في ضوء معايير الجودة الشاملة : محلية جبل الأولياء أنموذج,جواهر عبد العزيز الطاهر,590
كفاءة إستخدام الدرجات المعيارية في تقويم أداء تلاميذ مرحلة الأساس - ولاية الخرطوم,جواهر محمد عبدون ناصر,591
تعليم اللغة العربية للناطقين بغيرها من خلال السيرة النبوية,جوليا نورزل,592
الألفاظ العربية المستخدمة في اللغة الاندونيسية في المجال الأدبي,جوميرى محمد,593
تصور مقترح لتعليم مهارة الكلام لطلاب المرحلة الإعدادية في إيران - الصف الأول نموذجا,جونا برهان الدين فتحي,594
معجم الألفاظ الإسلامية(صيني- عربي),جياو تشويو,595
منهج مقترح لإعداد وتدري معلمي اللغة العربية في المدارس الثانوية في بوركينافاسو,جيبو تجاني اداريس,596
الأمثال الولوفية بين الايجابية والسلبية,جيرنو أحمد جابو,597
الكلمات العربية المستخدمة في اللغة الصربوكروانية,جيلانة فيصل,598
الوسائل التعليمية ودورها في تعليم مهارة القراءة - إدارية مدينة بارا ، محلية بارا - ولاية شمال كردفان (نموذجا),حاتم عشاري محمود مختار,599
المقطع والنبر في اللغة العربية : دراسة نظرية معملية,حاج حمد محمد بابكر,600
الخصائص المميزة للصوائت العربية : دراسة نظرية معملية,حاج حمد محمد بابكر,600
دراسة تقابلية بين اللغتين العربية والسواحلية علي مستوي الجملة البسيطة,حاج سليمان عمر,601
الصعوبات اللغوية التى تواجه متعلمي اللغة العربية في جنوب تايلاند (ولاية قطاني انموذجا),حارث جئ نا عبدالله القطاني,602
تعليم اللغة العربية في المدارس الغربية الإنجليزية بجمهورية غانا,حازق حسين زكريا,603
تحليل الأخطاء النحوية في التعبير الكتابي الحر لتلاميذ الصف الثامن مرحلة الأساس ولاية القضارف محلية الرهد - السودان,حافظ أحمد عبد الله عز الدين,604
معجم ثنائي اللغة : عربي - جاوي (ط - ق),حافظ جوليات نور خالص,605
دراسة تقابلية بين اللغتين العربية والبشتو علي مستوي الجملة المركبة,حافظ سعد الرشيد,606
دراسة تقابلية بين اللغتين العربية والأردية علي مستوي الجملة البسيطة,حافظ سعد الرشيد أرشد,607
تعليم العربية الفصحي وأثرها علي اللهجة العامية لدي طلاب الصف الثامن لمرحلة الأساس منطقة مليط محلية مليط,حافظ عبد الرحمن بشارة تبن,608
دراسة تحليلية في شرح العوامل المائة النحوية لعبد القاهر الجرجاني,حافظ عبد الرحيم محمد حنيف,609
إستخدام الوسائل التعليمية لتعليم اللغة العربية علي مستوي المدارس المتوسطة في الباكستان,حافظ عبد الرحيم محمد حنيف,609
دراسة تقابلية للغة العربية واللغة الأردنية علي المستوي الصرفي,حافظ غلام أحمد طارق,610
الإقتراض اللغوي من اللغة العربية إلى اللغة الإندونيسية علي مستوي الألفاظ الدينية والإجتماعية,حافظ محمد أمين,611
التبويب الصرفي في المفردات الواردة في سورتي الفاتحة والبقرة مع بعض التطبيقات التربوية في مجال تعليم اللغة العربية لغير الناطقين بها وخاصة الباكستانيين,حافظ محمد ظهرو,612
دراسة المفردات العربية في اللغة الأردية : دراسة إحصائية لغوية,حافظ محمد عبد الله,613
معجم ثنائي اللغة عربي - أدري - لمتعلمي اللغة العربية في باكستان,حافظ نور أحمد شاكر,614
ترجمة معجم الالفاظ القرآنية للدتور موسى بن محمد (عربي الى فارسي ( أ - ش ),حامد شاه محمد آرتق,615
تصميم منهج للغة العربية للسنة التحضيرية في المدرسة الخيرية بمدينة غروة بالكمرون,حامد عبد الله عيسى,616
منهج تعليم اللغة العربية للمرحلة الإعدادية في المدارس الحكومية في جيبوتي : دراسة تحليلية تقويمية,حامد عبده سلطان,617
المعجم الوجيز عربي - هوسا، حروف (ت، ث، ج، ز),حامد علي خالد,618
الإشراف التربوي بمدارس جهاز التعليم الإرتري,حامد محمد آدم,619
أدوات الربط العربية وتدريسها للناطقين بالأردية,حبيب الرحمن عبد الرحمن عزيز,620
معجم المصطلحات الاقتصادية والسياسية (عربي - تاملي),حبيب الله محمد تمبي,621
المشاكل التى تواجه طلاب المرحلة الثانوية في مادة الاملاء في ولاية جغاوا نيجيريا,حبيب مصطفى على,622
تعدد المناهج العربية في المدارس الأهلية وأثره على الطلاب في جيبوتي,حربي آدم حاجي أحمد,623
رسم المصحف ، نشأته ، تطوره ، وتعليمه للمبتدئين,حربية محمد أحمد عثمان,624
تنمية مهارات اللغة العربية من خلال انشطة الفهم والاستيعاب لنصوص القراءة,حرم الفاضل عبد القادر عبد الرسول,625
الرسائل الديوانية وتوظيفها في تعليم اللغة العربية للناطقين بغيرها,حرم يحيى عبد الله,626
مكانة التشبيه في العامية السودانية,حسام الدين سليمان إبراهيم,627
تصميم برمجة تعليمية لمادة النحو عبر الانترنت لطلبة الصف الأول الثانوي,حسام الدين عبد الكريم عثمان,628
تعليم اللغة العربية بغرض تيسير الاتصال بالتراث العربي الإسلامي,حسان عبد القادر عبيد,629
أثر التطبيع الإجتماعي في إكتساب أصوات اللغة العربية في مناطق التداخل اللغوي بمحافظة الخرطوم,حسب الرسول الصديق مصطفي,630
إمكانية إستخدام السبورة التفاعلية في تعليم مهارة الكتابة بمعهد الخرطوم الدولي للغة العربية,حسب الرسول حمدنا الله محمد,631
التراكيب النحوية وتدريباتها فى الكتاب الأساسي الجزء الثاني,حسب الله مختار,632
الأمثال الشعبية في اللهجة العربية التشادية ودلالتها اللغوية والإجتماعية,حسب الله مهدي فضلة,633
ما لا ينصرف : دراسة تحليلية,حسن الحاج آدم عبد الكريم,634
ظاهرة التضمين وتبيسطها للناطقين بالهوسا - دراسة تطبيقية في الربع الثاني من القرآن الكريم,حسن إنوا عبد الحفيظ,635
ببليوغرافيا مشروحة للتعريب في المغرب العربي - تونس - الجزائر - المغرب,حسن بن الحسين ناجر,636
كيفية تدريس المضارع لغير الناطقين بها في الصومال,حسن جدال خلف,637
النداء وكيفية تدريسه للناطقين بغير العربية,حسن جدال خلف,637
تعليم اللغة العربية من خلال أمثلة القرآن لطلاب المعاهد الأهلية في مقديشو,حسن حندبي جمعالة,638
دراسة تحليلية لبناء الجملة البسيطة : التراكيب في جريدة الشعب الجزائرية,حسن زعباط,639
الإدغام في اللغة العربية وتدريسه لغير الناطقين بها,حسن سعيد أحمد,640
التعزيز وأهميته في تعليم اللغة العربية للناطقين بغيرها,حسن سعيد أحمد الناطق,641
لغة الإعلان في صحيفة الأيام السودانية والإهرام المصرية والفجر الجديد الليبية 1981,حسن سعيد محمد ضرار,642
آراء النحاة في بعض قراءات القرآن الكريم,حسن سيد أحمد الناطق,643
نموذج مقترح لإعداد وتدريب معلمي اللغة العربية في المدارس الإبتدائية الخاصة في كينيا,حسن شيخ عمر,644
تحليل التراكيب في كتاب المورد في اللغة العربية الصف الخامس أساس,حسن عبد الرحيم عبد الرحمن,645
تحليل وتقويم منهج اللغة العربية للصفين الخامس والسادس بالمدارس الإبتدائية العربية التشادية,حسن عبد المؤمن,646
"لغة الخطاب الإقتصادي في بعض الصحف المعاصرة "" الإهرام - الفجر الجديد - قوات الشعب """,حسن عبدون محمد أحمد,647
الألفاظ العربية في اللغة المحسية,حسن عبدون محمد أحمد,647
تصميم وحدة دراسية في تعليم اللغة العربية للأطفال الناطقين بغيرها,حسن عثمان حسن,648
تحليل الأخطاء اللغوية لطلاب المركز الإسلامي الإفريقي بالخرطوم,حسن عثمان عبد الرحيم,649
منهج وطريقة تعليم اللغة الفرنسية كلغة أجنبية وإمكانية الإستفادة منهما في تعليم اللغة العربية لغير الناطقين بها,حسن عثمان محمد خير,650
الاقتباس وتدريسه للناطقين بغير العربية,حسن على معو,651
النون والتنوين في العربية : دراسة تطبيقية,حسن علي عبد الله مغاري,652
الحروف حال تركيبها بين القرآن الكريم واللغة الفصحي,حسن علي عبد الله مغاري,652
أسماء الرسول صلي الله عليه وسلم : دراسة في البنية والدلالة,حسن محمد حسن محجوب,653
صعوبة نطق الأصوات العربية الإنفجارية في منطقة شمال الشلك,حسن محمد دوكة,654
الإستعارة وجهة نظر لسانية,حسن محمد دوكة,654
تكوين معلم اللغة في الصومال إعدادَا وتدريباَ,حسن محمد محمود راجي,655
بعض المشاكل التي تواجه تعليم اللغة العربية في الصومال,حسن محمد محمود راجي,655
تقويم برنامج اللغة العربية بالجامعة الإسلامية العالمية بماليزيا,حسن محمدعلي,656
تدريس النحو العربي في جامعة نيروبي,حسن محمود علي محمد,657
"أحوال "" لا "" في سورتي البقرة وآل عمران : دراسة نحوية",حسن منصور أحمد سوركتي,658
إعداد وحدة تعليمية مبنية علي الترادف للمتوسطين الأجانب,حسن يوسف بخيت,659
دراسة تقابلية بين اللغة العربية ولغة البرنو - الكانوري - على المستوى الصوتي,حسن يوسف عمر محمد,660
معجم صومالي عربي,حسنين علي عملي,661
دراسة تقويمية لكتاب العربية لزنزبار الجزء الأول للصف الرابع الإبتدائي,حسين أبو العاص حاج حمد,662
منهج مقترح للغة العربية للمرحلة الإبتدائية في المدارس الحكومية الجيبوتية,حسين أحمد سمتر,663
العلاقة بين الثقافة الصومالية والعربية,حسين أحمد يوسف,664
التعريب في الصومال,حسين أحمد يوسف,664
كتابة اللغة السواحلية بالحرف العربي,حسين الطيب الشيخ,665
الصعوبات التي تواجه متعلمي اللغة العربية بمرحلة الأساس في الحلقة الأولى بمحلية أبي جبيهة,حسين العاقب الفكى محمد,666
المدارس الأهلية الجيبوتية ودورها في نشر اللغة العربية,حسين جيلة جوليد,667
دراسة للأصوات فوق المقطعية النبر والتنغيم,حسين زغباط,668
تقويم برامج إعداد وتدريب معلمي اللغة العربية للناطقين بغيرها,حسين سيد حسن حجاج,669
معجم صومالي - عربي,حسين شيخ أبوبكر أحمد,670
التدريبات اللغوية ودورها في تنمية مهارة القراءة في برامج تعليم اللغة العربية للناطقين بغيرها(المستوى المبتدى),حسين صالح محمد عبد الله,671
دراسة تقابلية علي المستوي الصوتي بين اللغة العربية واللغة الفرنسية,حسين طيب,672
مراحل تطور المعجم العربي,حسين عبد الجبار صالح حسين,673
اتجاهات معلمي المرحلة الثانوية نحو الإشراف التربوي بمحلية كسلا : دراسة تحليلية لاتجاهات معلمي اللغة العربية 2007 / 2008 م,حسين عبد العزيز محمد أحمد,674
معجم عربي سواحيلي - أ و ب,حسين علي حسين,675
منهج الخلوة السودانية في تعليم القرآن للناطقين بلغات مختلفة : دراسة وصفية نقدية,حسين محمد جميل,676
معجم صومالي - عربي,حسين محمد عبد الله,677
تأثير اللغة العربية في المجتمع الصومالي,حسين محمد عبد الله,677
تحليل أخطاء تلاميذ وتلميذات مدرسة الدبيبة المتوسطة الصف الثالث,حسين محمد عبد الله عبد الرسول,678
دراسة تحليلية لمنهج النحو للصف الثالث الثانوي بالمدارس السودانية,حسين محمد عبد الله عبد الرسول,678
تقويم منهج اللغة العربية في المدارس (الفرانكو - عربية) المتوسطة في توغو,حسين مختار عيدي,679
ظاهرة الحذف في العربية حذف الإسم في النحو العربي,حفظي حافظ العودة,680
البلاغة النبوية : دراسة تحليلية في الأربعين النووية,حلمي محمد حسب الله,681
أوضاع اللغة العربية بمنطقة وادي حلفا,حليمة محمد مصطفي,682
دور الوسائل التعليمية في تدريس اللغة العربية بمرحلة الأساس : دراسة تحليلية بمحلية جبل أولياء ولاية الخرطوم,حليمة محمود محمد إدريس,683
الصعوبات التى تواجه تلميذ الحلقة الأولى في مهارة الكتابة عند تعليم اللغة العربية بمرحلة الأساس بمحلية الجنينة - ولاية غرب دارفور للعام 2008 - 2009 م,حليمة مهدي إبراهيم,684
مشكلات تدريس اللغة العربية في المرحلة الثانوية ، الصف الثالث بمحلية الحمادي جنوب كردفان : دراسة وصفية تحليلية,حماد أحمد موسى أحمد,685
مشكلات تعليم وتعلم اللغة العربية في مناطق التداخل اللغوي بمحلية السنوط مرحلة الأساس - محافظة لقاوة,حمد الله الفضل أحمد آدم,686
دراسة تحليلية للإستعارة في سورة البقرة,حمد عبد الله بارد النسمة,687
تنمية مهارات التعبير الشفوي لدى طلاب المستوى المتوسط في ضوء تجربة مركز تعليم اللغة العربية بجامعة دمشق,حمدو حسين الحسين,688
"أثر اللغة العربية في الملايوية "" فطاني "" علي مستوي المفردات",حمدي هامي ساموه,689
تعليم اللغة العربية في زنجبار,حمزة علي حماد,690
"نحو معجم عربي سواحيلي "" أ - ع """,حمزة علي حماد,690
اللهجة الصنعانية وعلاقتها باللغة العربية الفصحي,حمود يحيي أحمد,691
الدوافع في تعلم العربية لغير الناطقين بها,حميد محمود الدليمي,692
أسماء الإشارة والأسماء الموصولة في اللغة العربية وتعليمها للناطقين بغير العربية,حميد محمود الدليمي,692
تصميم منهج تعليم اللغة العربية كلغة أجنبية علي الطريقة السمعية والبصرية التركيبية - الإجمالية - الماليزيين الكبار,حميدون عبد الحميد حاج رملي,693
أساليب أدبية في لغة الملايو : دراسة وصفية تحليلية,حميدون عبد الحميد حاج رملي,693
توظيف دلالات الألفاظ من خلال السياق في سورة البقرة لتدريسها للناطقين بغير العربية,حنان إسماعيل الحسن,694
دور الألعاب اللغوية فى تعليم وتعلم اللغة العربية للناطقين بغيرها : مهارة القراءة أنموذجا,حنان بشارة ناصر,695
